Model;split;TN;FP;FN;TP;Precision;Recall;F1-Score;AUC;experiment_params;model_params;config_id;model_id
BalancedRandomForestClassifier(sampling_strategy=majority, replace=True,n_estimators=500,balanced_subsample);TRAIN;242547;159190;714;16688;0.0948839536496889;0.9589702333065164;0.172682119205298;0.9513299938386136;{'description': 'Intervention and diangosis dummies with idf', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': False, 'categorical_features': False, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': True, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'smote_and_undersampling': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'combining_diagnoses': False, 'combining_interventions': False};{'model_name': 'BalancedRandomForestClassifier(sampling_strategy=majority, replace=True,n_estimators=500,balanced_subsample)', 'n_estimators': 500, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.0, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'bootstrap': True, 'oob_score': False, 'sampling_strategy': 'majority', 'replacement': True, 'n_jobs': None, 'verbose': 0, 'warm_start': False, 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'max_samples': None, 'configuration_ids': ['configuration_54']};configuration_54;model_170
BalancedRandomForestClassifier(sampling_strategy=majority, replace=True,n_estimators=500,balanced_subsample);TEST;58753;41598;1286;3247;0.0724049503846582;0.7163026693139202;0.1315160597837093;0.7008438149577885;{'description': 'Intervention and diangosis dummies with idf', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': False, 'categorical_features': False, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': True, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'smote_and_undersampling': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'combining_diagnoses': False, 'combining_interventions': False};{'model_name': 'BalancedRandomForestClassifier(sampling_strategy=majority, replace=True,n_estimators=500,balanced_subsample)', 'n_estimators': 500, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.0, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'bootstrap': True, 'oob_score': False, 'sampling_strategy': 'majority', 'replacement': True, 'n_jobs': None, 'verbose': 0, 'warm_start': False, 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'max_samples': None, 'configuration_ids': ['configuration_54']};configuration_54;model_170
SVC();TRAIN;365977;35760;13885;3517;0.0895434987397204;0.2021032065279853;0.1241024012420826;0.5985622613807586;{'description': 'Intervention and diangosis dummies with idf', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': False, 'categorical_features': False, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': True, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'smote_and_undersampling': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'combining_diagnoses': False, 'combining_interventions': False};{'model_name': 'SVC()', 'C': 1.0, 'kernel': 'rbf', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': True, 'tol': 0.001, 'cache_size': 200, 'class_weight': None, 'verbose': False, 'max_iter': 5000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': None, 'configuration_ids': ['configuration_54']};configuration_54;model_171
SVC();TEST;91235;9116;3858;675;0.0689408640588295;0.1489080079417604;0.0942474169226473;0.5616480242150624;{'description': 'Intervention and diangosis dummies with idf', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': False, 'categorical_features': False, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': True, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'smote_and_undersampling': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'combining_diagnoses': False, 'combining_interventions': False};{'model_name': 'SVC()', 'C': 1.0, 'kernel': 'rbf', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': True, 'tol': 0.001, 'cache_size': 200, 'class_weight': None, 'verbose': False, 'max_iter': 5000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': None, 'configuration_ids': ['configuration_54']};configuration_54;model_171
MLPClassifier(hidden=(100,), early_stopping=False);TRAIN;401110;627;4520;12882;0.9535864978902954;0.7402597402597403;0.833489696224645;0.9844902913763114;{'description': 'Intervention and diangosis dummies with idf', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': False, 'categorical_features': False, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': True, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'smote_and_undersampling': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'combining_diagnoses': False, 'combining_interventions': False};{'model_name': 'MLPClassifier(hidden=(100,), early_stopping=False)', 'hidden_layer_sizes': [100], 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'batch_size': 'auto', 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'power_t': 0.5, 'max_iter': 1000, 'shuffle': True, 'random_state': None, 'tol': 0.0001, 'verbose': False, 'warm_start': False, 'momentum': 0.9, 'nesterovs_momentum': True, 'early_stopping': False, 'validation_fraction': 0.1, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'n_iter_no_change': 10, 'max_fun': 15000, 'configuration_ids': ['configuration_54']};configuration_54;model_172
MLPClassifier(hidden=(100,), early_stopping=False);TEST;98006;2345;4315;218;0.0850565743269606;0.0480917714537833;0.0614430665163472;0.5540319461483048;{'description': 'Intervention and diangosis dummies with idf', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': False, 'categorical_features': False, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': True, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'smote_and_undersampling': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'combining_diagnoses': False, 'combining_interventions': False};{'model_name': 'MLPClassifier(hidden=(100,), early_stopping=False)', 'hidden_layer_sizes': [100], 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'batch_size': 'auto', 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'power_t': 0.5, 'max_iter': 1000, 'shuffle': True, 'random_state': None, 'tol': 0.0001, 'verbose': False, 'warm_start': False, 'momentum': 0.9, 'nesterovs_momentum': True, 'early_stopping': False, 'validation_fraction': 0.1, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'n_iter_no_change': 10, 'max_fun': 15000, 'configuration_ids': ['configuration_54']};configuration_54;model_172
DecisionTreeClassifier(class_weight=balanced, min_samples_leaf=1000);TRAIN;256635;145102;6535;10867;0.0696741019048657;0.6244684519020802;0.1253612195811295;0.6860773309150161;{'description': 'Intervention and diangosis dummies with idf', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': False, 'categorical_features': False, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': True, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'smote_and_undersampling': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'combining_diagnoses': False, 'combining_interventions': False};{'model_name': 'DecisionTreeClassifier(class_weight=balanced, min_samples_leaf=1000)', 'criterion': 'gini', 'splitter': 'best', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1000, 'min_weight_fraction_leaf': 0.0, 'max_features': None, 'random_state': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'class_weight': {0.0: 0.5217392936794599, 1.0: 11.999913644214162}, 'ccp_alpha': 0.0, 'configuration_ids': ['configuration_54']};configuration_54;model_173
DecisionTreeClassifier(class_weight=balanced, min_samples_leaf=1000);TEST;64037;36314;1747;2786;0.0712531969309463;0.6146040150011031;0.1277015103247541;0.6768898094667642;{'description': 'Intervention and diangosis dummies with idf', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': False, 'categorical_features': False, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': True, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'smote_and_undersampling': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'combining_diagnoses': False, 'combining_interventions': False};{'model_name': 'DecisionTreeClassifier(class_weight=balanced, min_samples_leaf=1000)', 'criterion': 'gini', 'splitter': 'best', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1000, 'min_weight_fraction_leaf': 0.0, 'max_features': None, 'random_state': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'class_weight': {0.0: 0.5217392936794599, 1.0: 11.999913644214162}, 'ccp_alpha': 0.0, 'configuration_ids': ['configuration_54']};configuration_54;model_173
LogisticRegression(class_weight=balanced);TRAIN;270556;131181;4232;13170;0.0912359457156514;0.7568095621192966;0.1628408746669304;0.785982268791246;{'description': 'Intervention and diangosis dummies with idf', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': False, 'categorical_features': False, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': True, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'smote_and_undersampling': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'combining_diagnoses': False, 'combining_interventions': False};{'model_name': 'LogisticRegression(class_weight=balanced)', 'penalty': 'l2', 'dual': False, 'tol': 0.0001, 'C': 1.0, 'fit_intercept': True, 'intercept_scaling': 1, 'class_weight': {0.0: 0.5217392936794599, 1.0: 11.999913644214162}, 'random_state': None, 'solver': 'lbfgs', 'max_iter': 7000, 'multi_class': 'auto', 'verbose': 0, 'warm_start': False, 'n_jobs': None, 'l1_ratio': None, 'configuration_ids': ['configuration_54']};configuration_54;model_174
LogisticRegression(class_weight=balanced);TEST;67027;33324;1756;2777;0.0769230769230769;0.6126185748952129;0.1366835654870305;0.6911830034707451;{'description': 'Intervention and diangosis dummies with idf', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': False, 'categorical_features': False, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': True, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'smote_and_undersampling': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'combining_diagnoses': False, 'combining_interventions': False};{'model_name': 'LogisticRegression(class_weight=balanced)', 'penalty': 'l2', 'dual': False, 'tol': 0.0001, 'C': 1.0, 'fit_intercept': True, 'intercept_scaling': 1, 'class_weight': {0.0: 0.5217392936794599, 1.0: 11.999913644214162}, 'random_state': None, 'solver': 'lbfgs', 'max_iter': 7000, 'multi_class': 'auto', 'verbose': 0, 'warm_start': False, 'n_jobs': None, 'l1_ratio': None, 'configuration_ids': ['configuration_54']};configuration_54;model_174
